Measurement
;BFO_BT_-TEMPLATE_5 nov nod za pec
Graph
;Seebeck

Series
;Delta T [C] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Delta T [C] Y-expression: (TCS($N7.MV.TT2($N6.M2)))-(TCS($N8.MV.TT2($N6.M2)))
;Assigned to Axis: delta T [°C]

;Thermovoltage forw  [V] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Thermovoltage forw  [V] Y-expression: $N9.DF1
;Assigned to Axis: Thermo voltage [V]

;Seebeck (back thermo) [V/K] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Seebeck (back thermo) [V/K] Y-expression: $N10.DF1/(TCS($N7.MV. TT2($N6.M2))-TCS($N8.MV. TT2($N6.M2)))
;Assigned to Axis: Seebeck [V/K]

;Thermovoltage back [V] X-expression: $N11.TM
;Assigned to Axis: time [min]
;Thermovoltage back [V] Y-expression: $N10.DF1
;Assigned to Axis: Thermo voltage [V]

Data
;Index;X data for Delta T [C];Y data for Delta T [C];X data for Thermovoltage forw  [V];Y data for Thermovoltage forw  [V];X data for Seebeck (back thermo) [V/K];Y data for Seebeck (back thermo) [V/K];X data for Thermovoltage back [V];Y data for Thermovoltage back [V];
;406;488.776549998438;13.5468562999084;488.776549998438;0.2105811;488.776549998438;-0.015550722273582;488.776549998438;-0.2106634;
;407;489.987799997907;13.6082303885773;489.987799997907;0.2126266;489.987799997907;-0.0156313932029364;489.987799997907;-0.2127156;
;408;491.199616666418;13.7029229064161;491.199616666418;0.2146817;491.199616666418;-0.015673575737585;491.199616666418;-0.2147738;
;409;492.404066668823;13.6915845601782;492.404066668823;0.2167434;492.404066668823;-0.0158372100064054;492.404066668823;-0.2168365;
;410;493.618466671323;13.7075393831505;493.618466671323;0.2188212;493.618466671323;-0.0159705687418339;493.618466671323;-0.2189172;
;411;494.831600000616;13.7662695299752;494.831600000616;0.2209131;494.831600000616;-0.0160544728198706;494.831600000616;-0.2210102;
;412;496.042816671543;13.8117811124537;496.042816671543;0.2230105;496.042816671543;-0.0161536153942396;496.042816671543;-0.2231102;
;413;497.245783328544;13.8660697176439;497.245783328544;0.2251119;497.245783328544;-0.0162424396087825;497.245783328544;-0.2252188;
;414;498.455066671595;13.9000772949568;498.455066671595;0.2272224;498.455066671595;-0.0163547507813126;498.455066671595;-0.2273323;
;415;499.658066667616;14.0024091659738;499.658066667616;0.2293431;499.658066667616;-0.0163867586841827;499.658066667616;-0.2294541;
;416;500.872366663534;14.0045881987413;500.872366663534;0.2314757;500.872366663534;-0.0165365947726199;500.872366663534;-0.2315882;
;417;502.085183335002;14.0922954715687;502.085183335002;0.2336171;502.085183335002;-0.0165864532482714;502.085183335002;-0.2337412;
;418;503.301216666587;14.0997553428136;503.301216666587;0.2357819;503.301216666587;-0.0167305739897276;503.301216666587;-0.235897;
;419;504.510033336701;14.1465942720446;504.510033336701;0.2379412;504.510033336701;-0.016828156333743;504.510033336701;-0.2380611;
;420;505.719583329046;14.1739649749585;505.719583329046;0.2400969;505.719583329046;-0.0169485744055681;505.719583329046;-0.2402285;
;421;506.923283329234;14.260194433036;506.923283329234;0.2422679;506.923283329234;-0.0169979449535735;506.923283329234;-0.242394;
;422;508.136266664369;14.2743826807807;508.136266664369;0.2444513;508.136266664369;-0.0171342120685406;508.136266664369;-0.2445803;
;423;509.342633335618;14.3322312032552;509.342633335618;0.2466464;509.342633335618;-0.0172181704648995;509.342633335618;-0.2467748;
;424;510.547616668046;14.4166020354739;510.547616668046;0.248824;510.547616668046;-0.0172682300161597;510.547616668046;-0.2489492;
;425;511.761716661276;14.4150105339555;511.761716661276;0.2510168;511.761716661276;-0.0174224638551884;511.761716661276;-0.251145;
;426;512.973033328308;14.4809995870833;512.973033328308;0.2532211;512.973033328308;-0.0174954013689762;512.973033328308;-0.2533509;
;427;514.193050002214;14.5412955724506;514.193050002214;0.2554219;514.193050002214;-0.0175745344509858;514.193050002214;-0.2555565;
;428;515.407450004714;14.5742497319801;515.407450004714;0.2576171;515.407450004714;-0.0176858915374836;515.407450004714;-0.2577586;
;429;516.619949997403;14.6081626809375;516.619949997403;0.25983;516.619949997403;-0.0177953179792571;516.619949997403;-0.2599569;
;430;517.841033331351;14.6552316869761;517.841033331351;0.2620342;517.841033331351;-0.0178885401199749;517.841033331351;-0.2621607;
;431;519.055966663873;14.6581676114438;519.055966663873;0.2642122;519.055966663873;-0.0180340958711389;519.055966663873;-0.2643468;
;432;520.275499995332;14.7127100499513;520.275499995332;0.266412;520.275499995332;-0.018115765151022;520.275499995332;-0.266532;
;433;521.491183330072;14.8033390858712;521.491183330072;0.2685745;521.491183330072;-0.0181510467632571;521.491183330072;-0.2686961;
;434;522.704500003019;14.8219700054254;522.704500003019;0.2707146;522.704500003019;-0.0182736572736861;522.704500003019;-0.2708516;
;435;523.916149997385;14.8521213416697;523.916149997385;0.2728618;523.916149997385;-0.0183799939227612;523.916149997385;-0.2729819;
;436;525.119033338269;14.9526575645123;525.119033338269;0.2749384;525.119033338269;-0.0183964287828571;525.119033338269;-0.2750755;
;437;526.331349997781;14.9947407257594;526.331349997781;0.2770714;526.331349997781;-0.018486181593244;526.331349997781;-0.2771955;
;438;527.538549997844;15.0049603338572;527.538549997844;0.2791419;527.538549997844;-0.0186123517680909;527.538549997844;-0.2792776;
;439;528.745249996427;15.0459296147611;528.745249996427;0.281192;528.745249996427;-0.0186973425506396;528.745249996427;-0.2813189;
;440;529.950249998365;15.0956978166521;529.950249998365;0.2832031;529.950249998365;-0.0187700961851156;529.950249998365;-0.2833477;
;441;531.172150002094;15.1303678726094;531.172150002094;0.2852594;531.172150002094;-0.0188611012238914;531.172150002094;-0.2853754;
;442;532.382199995918;15.2015359758618;532.382199995918;0.287256;532.382199995918;-0.0189025175124588;532.382199995918;-0.2873473;
;443;533.592216671677;15.2340241136281;533.592216671677;0.2891758;533.592216671677;-0.01898968373965;533.592216671677;-0.2892893;
;444;534.80531666195;15.2628670893057;534.80531666195;0.2910831;534.80531666195;-0.0190800062855849;534.80531666195;-0.2912156;
;445;536.016533332877;15.3008445326764;536.016533332877;0.2930301;536.016533332877;-0.0191547988984589;536.016533332877;-0.2930846;
;446;537.234049999388;15.3478944751694;537.234049999388;0.2948564;537.234049999388;-0.019217476408714;537.234049999388;-0.2949478;
;447;538.445966664003;15.3590009094402;538.445966664003;0.2966995;538.445966664003;-0.0193216539115901;538.445966664003;-0.2967613;
;448;539.659033336211;15.4302458602149;539.659033336211;0.298476;539.659033336211;-0.0193478122581153;539.659033336211;-0.2985415;
;449;540.873483336763;15.4711408748387;540.873483336763;0.3001738;540.873483336763;-0.019407605581843;540.873483336763;-0.3002578;
;450;542.08725000266;15.5221741516597;542.08725000266;0.3018227;542.08725000266;-0.0194531060565194;542.08725000266;-0.3019545;
;451;543.28375000041;15.513384973049;543.28375000041;0.3034601;543.28375000041;-0.0195657750083117;543.28375000041;-0.3035314;
;452;544.495966663817;15.5609341534454;544.495966663817;0.3050313;544.495966663817;-0.0196061879699201;544.495966663817;-0.3050906;
;453;545.710516670952;15.6232280800385;545.710516670952;0.3065178;545.710516670952;-0.0196256752080422;545.710516670952;-0.3066164;
;454;546.916566663422;15.6207219238619;546.916566663422;0.3079749;546.916566663422;-0.0197187749389144;546.916566663422;-0.3080215;
;455;548.129549998557;15.6967341010978;548.129549998557;0.3093558;548.129549998557;-0.0197108072295346;548.129549998557;-0.3093953;
;456;549.344116664724;15.6976451572128;549.344116664724;0.3106422;549.344116664724;-0.0197932171920216;549.344116664724;-0.3107069;
;457;550.554999997839;15.7309707939987;550.554999997839;0.3119118;550.554999997839;-0.0198279117089832;550.554999997839;-0.3119123;
;458;551.767483331496;15.7662669205696;551.767483331496;0.3130328;551.767483331496;-0.0198551439968067;551.767483331496;-0.3130415;
;459;552.980183337349;15.757802082019;552.980183337349;0.3140667;552.980183337349;-0.0199330210117575;552.980183337349;-0.3141006;
;460;554.192850004183;15.7763507563087;554.192850004183;0.3149687;554.192850004183;-0.0199690349730606;554.192850004183;-0.3150385;
;461;555.405833328841;15.841475031739;555.405833328841;0.3158489;555.405833328841;-0.01993956998115;555.405833328841;-0.3158722;
;462;556.611366671277;15.8115312597783;556.611366671277;0.3165452;556.611366671277;-0.020018339451105;556.611366671277;-0.3165206;
